156.666,84.249,0.650295747,5.5,8.7,6.6,18.5,1.318181818,0.356756757,166.38,50.447,3.298114853
69.2,41.4,0.625678119,5.5,10.5,8.5,10.5,1.235294118,0.80952381,60.897,48.712,1.250143702
105.623,68.896,0.6052235,4.5,8.14,6.2,9.5,1.312903226,0.652631579,249.443,69.845,3.571379483
144.7,102,0.586542359,6,6.876,5.047,11.5,1.362393501,0.438869565,116.053,31.625,3.669660079
285.55,98.183,0.7441372,5,7.959,4.749,10.5,1.675931775,0.452285714,103.776,52.481,1.977401345
254.071,94.25,0.729416257,3,8.116,4.775,10,1.699685864,0.4775,96.364,70.643,1.364098354
321.412,98.188,0.765996187,4.5,10.4,6,7,1.733333333,0.857142857,129.6,49.29,2.629336579
183.222,102.814,0.640555734,6,10.22,6.008,12,1.701065246,0.500666667,172.466,37.977,4.541327646
216.75,98.517,0.687512489,5,11.338,6.15,9,1.843577236,0.683333333,221.033,69.036,3.201706356
298.532,147.934,0.66865562,5.5,9.708,6.73,10,1.442496285,0.673,264.946,64.331,4.118480981
333.104,111.361,0.749449338,4.5,8.967,5.987,12,1.497745114,0.498916667,242.962,52.217,4.652929123
375.743,110.135,0.773327872,6,10.34,8.334,9.5,1.240700744,0.877263158,450.875,197.786,2.279610286
263.276,99.446,0.72583411,5,13.364,9.168,8.5,1.457678883,1.078588235,280.779,88.807,3.161676444
310.714,154.503,0.667890468,6,10.009,7.806,9,1.282218806,0.867333333,199.147,64.374,3.093593687
370.725,153.948,0.706582957,4,11.81,5.977,6.5,1.975907646,0.919538462,303.096,105.41,2.875400816
421.045,130.94,0.762783409,3,13.287,6.094,6.5,2.180341319,0.937538462,179.314,74.129,2.418945352
185.056,124.601,0.597616072,3,11.087,4.897,5,2.264039208,0.9794,184.473,67.228,2.743990599
199.368,64.986,0.754170544,3,13.213,8.467,8.5,1.560529113,0.996117647,265.132,59.215,4.477446593
191.356,48.201,0.798791102,4,13.119,7.678,8,1.708648085,0.95975,199.234,47.89,4.160242222
287.216,79.245,0.783755979,4,11.75,8.543,9,1.37539506,0.949222222,250.23,66.5446,3.760335174
156.211,48.928,0.761488552,4.5,10.793,6.049,9.5,1.784261861,0.636736842,318.265,128.654,2.473805711
212.3,167.3,0.559272919,12,25.2,6.8,10,3.705882353,0.68,38.831,34.251,1.133718724
183.2,102.5,0.641232062,10.5,25.5,5.9,12,4.322033898,0.491666667,31.64,27.383,1.155461418
158.2,71.4,0.68902439,6.5,15.5,7.6,9,2.039473684,0.844444444,87.685,83.042,1.055911466
155.6,62.4,0.713761468,5,12.3,7.5,10,1.64,0.75,27.918,33.598,0.830942318
206.5,184.7,0.527862986,5.5,13,7,11.5,1.857142857,0.608695652,38.418,34.851,1.102350004
333.5,199.9,0.625234346,5.5,11.6,7.5,12,1.546666667,0.625,44.822,41.29,1.085541293
324.2,191.7,0.62841636,6,11.4,6.7,9.5,1.701492537,0.705263158,39.042,37.579,1.038931318
132.1,84.9,0.60875576,7,14.6,6.2,7.5,2.35483871,0.826666667,39.064,52.814,0.739652365
130.7,70.6,0.649279682,7,14.9,3.8,5,3.921052632,0.76,41.013,32.589,1.258492129
140.6,122.9,0.533586338,6,19.7,5.7,9,3.456140351,0.633333333,37.135,47.063,0.789048722
184.4,71.4,0.720875684,4,20.9,7.3,9.5,2.863013699,0.768421053,38.241,37.785,1.012068281
189.7,72.3,0.724045802,4,15.2,6,7,2.533333333,0.857142857,32.621,43.375,0.752069164
162.6,118.2,0.579059829,3.5,13.7,8.2,9,1.670731707,0.911111111,31.022,33.645,0.922038936
192.648,124.31,0.607802927,4.5,23.4,12,9,1.95,1.333333333,31.432,35.507,0.885233898
252.967,195.244,0.564392663,4.5,33.7,9.1,9.5,3.703296703,0.957894737,34.318,42.521,0.807083559
241.222,109.983,0.686841019,5,20,7.1,12,2.816901408,0.591666667,116.275,141.728,0.820409517
231.716,112.863,0.672461177,6,33.301,9.238,11,3.604784585,0.839818182,51.539,47.332,1.088882785
174.452,111.412,0.610262223,6.5,15.172,10.095,11.5,1.502922239,0.877826087,88.951,81.825,1.087088298
266.981,122.849,0.684865198,5.5,15.164,8.097,11.5,1.872792392,0.704086957,38.948,45.674,0.852738976
308.335,90.499,0.77309106,5.5,25.02,9.682,10,2.584176823,0.9682,45.769,72.183,0.634068964
161.64,86.908,0.650337158,6,25.127,8.005,12,3.138913179,0.667083333,50.035,61.209,0.817445147
